=== ACC HANDOFF LOG: campaign_20260302_1820 | Model: Qwen/Qwen2.5-VL-3B-Instruct ===
[HANDOFF] alf_v_3 | Token Index: 13 | Drift: 0.1237 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 11 | Drift: 0.1507 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 13 | Drift: 0.1806 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 17 | Drift: 0.1489 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 18 | Drift: 0.1034 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 19 | Drift: 0.1873 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 20 | Drift: 0.1358 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 21 | Drift: 0.1040 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 23 | Drift: 0.1461 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 24 | Drift: 0.1073 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 25 | Drift: 0.1930 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 26 | Drift: 0.1485 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 27 | Drift: 0.1078 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_125 | Token Index: 29 | Drift: 0.1112 | Teacher: Llama-3.2-11B
[HANDOFF] 1728 | Token Index: 0 | Drift: 0.1387 | Teacher: Llama-3.2-11B
[HANDOFF] 1839 | Token Index: 0 | Drift: 0.1768 | Teacher: Llama-3.2-11B
[HANDOFF] 1839 | Token Index: 4 | Drift: 0.2015 | Teacher: Llama-3.2-11B
[HANDOFF] 413 | Token Index: 0 | Drift: 0.1828 | Teacher: Llama-3.2-11B
[HANDOFF] 413 | Token Index: 1 | Drift: 0.2488 | Teacher: Llama-3.2-11B
[HANDOFF] 566 | Token Index: 0 | Drift: 0.1533 | Teacher: Llama-3.2-11B
[HANDOFF] 566 | Token Index: 1 | Drift: 0.2460 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 0 | Drift: 0.2224 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 1 | Drift: 0.1733 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 2 | Drift: 0.1312 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 3 | Drift: 0.1767 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 4 | Drift: 0.1411 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 6 | Drift: 0.1542 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 7 | Drift: 0.1668 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 9 | Drift: 0.1426 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 10 | Drift: 0.1434 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 11 | Drift: 0.1842 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 12 | Drift: 0.1690 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 13 | Drift: 0.2297 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 14 | Drift: 0.2548 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 15 | Drift: 0.2435 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 16 | Drift: 0.1223 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 17 | Drift: 0.1382 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 18 | Drift: 0.1422 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 19 | Drift: 0.1731 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 20 | Drift: 0.2599 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 21 | Drift: 0.2398 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 22 | Drift: 0.1222 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 23 | Drift: 0.1405 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 24 | Drift: 0.1823 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 25 | Drift: 0.2430 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 26 | Drift: 0.2346 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 27 | Drift: 0.1266 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 28 | Drift: 0.1475 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_106 | Token Index: 29 | Drift: 0.1869 | Teacher: Llama-3.2-11B
[HANDOFF] 855 | Token Index: 0 | Drift: 0.2031 | Teacher: Llama-3.2-11B
[HANDOFF] 855 | Token Index: 1 | Drift: 0.1637 | Teacher: Llama-3.2-11B
[HANDOFF] 855 | Token Index: 2 | Drift: 0.1801 | Teacher: Llama-3.2-11B
[HANDOFF] 855 | Token Index: 3 | Drift: 0.1928 | Teacher: Llama-3.2-11B
[HANDOFF] 855 | Token Index: 4 | Drift: 0.1483 | Teacher: Llama-3.2-11B
[HANDOFF] 855 | Token Index: 5 | Drift: 0.2176 | Teacher: Llama-3.2-11B
[HANDOFF] 253 | Token Index: 0 | Drift: 0.1145 | Teacher: Llama-3.2-11B
[HANDOFF] 253 | Token Index: 1 | Drift: 0.1551 | Teacher: Llama-3.2-11B
[HANDOFF] 1200 | Token Index: 0 | Drift: 0.1640 | Teacher: Llama-3.2-11B
[HANDOFF] 1200 | Token Index: 1 | Drift: 0.2435 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 0 | Drift: 0.1850 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 1 | Drift: 0.1395 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 2 | Drift: 0.1995 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 3 | Drift: 0.1032 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 4 | Drift: 0.1602 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 5 | Drift: 0.2005 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 6 | Drift: 0.1563 | Teacher: Llama-3.2-11B
[HANDOFF] 430 | Token Index: 7 | Drift: 0.1993 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 0 | Drift: 0.1781 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 3 | Drift: 0.1820 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 4 | Drift: 0.1067 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 5 | Drift: 0.1253 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 6 | Drift: 0.1543 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 8 | Drift: 0.1596 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 9 | Drift: 0.1317 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 10 | Drift: 0.1081 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 11 | Drift: 0.1268 | Teacher: Llama-3.2-11B
[HANDOFF] 755 | Token Index: 12 | Drift: 0.1857 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 0 | Drift: 0.2003 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 1 | Drift: 0.1078 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 2 | Drift: 0.1497 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 3 | Drift: 0.1312 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 4 | Drift: 0.1404 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 5 | Drift: 0.1760 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 6 | Drift: 0.2189 | Teacher: Llama-3.2-11B
[HANDOFF] 333 | Token Index: 7 | Drift: 0.2358 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 0 | Drift: 0.2288 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 1 | Drift: 0.1576 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 2 | Drift: 0.1504 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 3 | Drift: 0.1592 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 4 | Drift: 0.1716 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 5 | Drift: 0.1429 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 6 | Drift: 0.2289 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 7 | Drift: 0.2767 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 8 | Drift: 0.2706 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 9 | Drift: 0.1488 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 10 | Drift: 0.1381 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 11 | Drift: 0.2387 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 12 | Drift: 0.3040 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 13 | Drift: 0.2674 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 14 | Drift: 0.1717 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 15 | Drift: 0.2127 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 16 | Drift: 0.1515 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 17 | Drift: 0.2438 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 18 | Drift: 0.3012 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 19 | Drift: 0.2670 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 20 | Drift: 0.1877 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 21 | Drift: 0.2579 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 22 | Drift: 0.1648 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 23 | Drift: 0.2582 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 24 | Drift: 0.2929 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 25 | Drift: 0.2697 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 26 | Drift: 0.1946 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 27 | Drift: 0.2794 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 28 | Drift: 0.2916 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 29 | Drift: 0.2692 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 0 | Drift: 0.1796 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 2 | Drift: 0.1733 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 3 | Drift: 0.1704 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 4 | Drift: 0.1062 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 5 | Drift: 0.1774 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 6 | Drift: 0.1130 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 7 | Drift: 0.1700 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 8 | Drift: 0.1707 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 9 | Drift: 0.1846 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 10 | Drift: 0.1768 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 11 | Drift: 0.1192 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 12 | Drift: 0.1705 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 13 | Drift: 0.1787 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 14 | Drift: 0.1208 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 15 | Drift: 0.1568 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 16 | Drift: 0.1621 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 17 | Drift: 0.1038 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 18 | Drift: 0.1539 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 19 | Drift: 0.1479 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 20 | Drift: 0.1259 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 21 | Drift: 0.1524 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 22 | Drift: 0.1692 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 23 | Drift: 0.1231 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 24 | Drift: 0.1585 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 25 | Drift: 0.1477 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 26 | Drift: 0.1321 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 27 | Drift: 0.1453 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 28 | Drift: 0.1640 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 29 | Drift: 0.1334 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 0 | Drift: 0.1739 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 1 | Drift: 0.2137 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 0 | Drift: 0.1739 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 1 | Drift: 0.1460 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 2 | Drift: 0.1336 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 3 | Drift: 0.1256 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 4 | Drift: 0.1692 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 0 | Drift: 0.2297 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 1 | Drift: 0.1574 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 2 | Drift: 0.1517 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 3 | Drift: 0.1614 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 4 | Drift: 0.1722 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 5 | Drift: 0.1449 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 6 | Drift: 0.2303 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 7 | Drift: 0.2782 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 8 | Drift: 0.2746 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 9 | Drift: 0.1482 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 10 | Drift: 0.1399 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 11 | Drift: 0.2411 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 12 | Drift: 0.3047 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 13 | Drift: 0.2703 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 14 | Drift: 0.1712 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 15 | Drift: 0.2141 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 16 | Drift: 0.1534 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 17 | Drift: 0.2465 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 18 | Drift: 0.3020 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 19 | Drift: 0.2697 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 20 | Drift: 0.1872 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 21 | Drift: 0.2600 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 22 | Drift: 0.1668 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 23 | Drift: 0.2609 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 24 | Drift: 0.2938 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 25 | Drift: 0.2726 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 26 | Drift: 0.1942 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 27 | Drift: 0.2814 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 28 | Drift: 0.2926 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 29 | Drift: 0.2720 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 0 | Drift: 0.1765 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 4 | Drift: 0.2244 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 0 | Drift: 0.2586 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 1 | Drift: 0.2500 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 2 | Drift: 0.1762 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 3 | Drift: 0.3098 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 4 | Drift: 0.2500 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 5 | Drift: 0.2723 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 6 | Drift: 0.1576 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 7 | Drift: 0.2564 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 8 | Drift: 0.2286 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 10 | Drift: 0.2233 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 11 | Drift: 0.2772 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 12 | Drift: 0.2209 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 13 | Drift: 0.2689 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 14 | Drift: 0.2197 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 15 | Drift: 0.2931 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 16 | Drift: 0.2288 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 17 | Drift: 0.2591 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 18 | Drift: 0.2190 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 19 | Drift: 0.2863 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 20 | Drift: 0.2260 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 21 | Drift: 0.2404 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 22 | Drift: 0.2058 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 23 | Drift: 0.2322 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 24 | Drift: 0.1967 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 25 | Drift: 0.2282 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 26 | Drift: 0.1995 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 27 | Drift: 0.2257 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 28 | Drift: 0.2024 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_138 | Token Index: 29 | Drift: 0.2285 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 0 | Drift: 0.1348 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 1 | Drift: 0.2636 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 0 | Drift: 0.1195 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 1 | Drift: 0.1787 | Teacher: Llama-3.2-11B
[HANDOFF] 418 | Token Index: 0 | Drift: 0.1467 | Teacher: Llama-3.2-11B
[HANDOFF] 418 | Token Index: 1 | Drift: 0.2507 | Teacher: Llama-3.2-11B
