=== ACC HANDOFF LOG: campaign_20260302_2219 | Model: llava-hf/llava-v1.6-vicuna-7b-hf ===
[HANDOFF] alf_v_125 | Token Index: 16 | Drift: 0.0801 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 9 | Drift: 0.0983 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 17 | Drift: 0.0986 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 18 | Drift: 0.1161 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_63 | Token Index: 25 | Drift: 0.0990 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 3 | Drift: 0.0805 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 7 | Drift: 0.1075 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 9 | Drift: 0.0891 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 10 | Drift: 0.1289 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 12 | Drift: 0.1198 | Teacher: Llama-3.2-11B
[HANDOFF] 49 | Token Index: 13 | Drift: 0.0993 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 4 | Drift: 0.0802 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 5 | Drift: 0.1109 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 8 | Drift: 0.1249 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 9 | Drift: 0.1219 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 10 | Drift: 0.0907 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 12 | Drift: 0.1009 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 14 | Drift: 0.1201 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 15 | Drift: 0.1409 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 16 | Drift: 0.0963 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 17 | Drift: 0.1157 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 18 | Drift: 0.1292 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 19 | Drift: 0.0763 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 20 | Drift: 0.1251 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 22 | Drift: 0.1219 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 23 | Drift: 0.1068 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 24 | Drift: 0.0860 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 25 | Drift: 0.0966 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 26 | Drift: 0.1125 | Teacher: Llama-3.2-11B
[HANDOFF] 271 | Token Index: 29 | Drift: 0.0806 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 4 | Drift: 0.0793 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 6 | Drift: 0.0912 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 7 | Drift: 0.0858 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 8 | Drift: 0.1120 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 9 | Drift: 0.1122 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 10 | Drift: 0.1008 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 13 | Drift: 0.1484 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 14 | Drift: 0.1327 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 15 | Drift: 0.1321 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 16 | Drift: 0.1724 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 17 | Drift: 0.1633 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 18 | Drift: 0.0990 | Teacher: Llama-3.2-11B
[HANDOFF] 666 | Token Index: 20 | Drift: 0.0818 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 11 | Drift: 0.0832 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 15 | Drift: 0.0942 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 18 | Drift: 0.0751 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_91 | Token Index: 29 | Drift: 0.0795 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 1 | Drift: 0.1130 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 2 | Drift: 0.1106 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 3 | Drift: 0.1103 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 5 | Drift: 0.0799 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 7 | Drift: 0.0906 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 8 | Drift: 0.0804 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 9 | Drift: 0.1186 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 10 | Drift: 0.1108 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 11 | Drift: 0.0795 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 12 | Drift: 0.1082 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 13 | Drift: 0.0972 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 18 | Drift: 0.0853 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 23 | Drift: 0.0855 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 24 | Drift: 0.1005 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 25 | Drift: 0.0805 | Teacher: Llama-3.2-11B
[HANDOFF] 965 | Token Index: 28 | Drift: 0.0852 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 2 | Drift: 0.0865 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 4 | Drift: 0.1007 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 5 | Drift: 0.1532 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 6 | Drift: 0.1380 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 7 | Drift: 0.1637 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 8 | Drift: 0.1057 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 9 | Drift: 0.1520 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 12 | Drift: 0.1518 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 13 | Drift: 0.1227 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 14 | Drift: 0.1522 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 15 | Drift: 0.1257 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 16 | Drift: 0.1025 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 17 | Drift: 0.1066 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 18 | Drift: 0.1737 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 19 | Drift: 0.1223 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 20 | Drift: 0.1810 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 21 | Drift: 0.1240 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 22 | Drift: 0.1630 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 23 | Drift: 0.1465 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 24 | Drift: 0.1001 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 25 | Drift: 0.1358 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 26 | Drift: 0.1504 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 27 | Drift: 0.1378 | Teacher: Llama-3.2-11B
[HANDOFF] 2232 | Token Index: 28 | Drift: 0.0776 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 1 | Drift: 0.0818 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 2 | Drift: 0.0986 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 3 | Drift: 0.0995 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 6 | Drift: 0.0797 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 7 | Drift: 0.0773 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 13 | Drift: 0.0909 | Teacher: Llama-3.2-11B
[HANDOFF] 891 | Token Index: 15 | Drift: 0.1237 | Teacher: Llama-3.2-11B
[HANDOFF] 418 | Token Index: 5 | Drift: 0.0941 | Teacher: Llama-3.2-11B
[HANDOFF] 418 | Token Index: 8 | Drift: 0.1041 | Teacher: Llama-3.2-11B
[HANDOFF] 143 | Token Index: 16 | Drift: 0.0831 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_74 | Token Index: 18 | Drift: 0.0929 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 7 | Drift: 0.1044 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 8 | Drift: 0.0859 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 9 | Drift: 0.1095 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 12 | Drift: 0.1192 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 13 | Drift: 0.1400 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 14 | Drift: 0.1155 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 16 | Drift: 0.1649 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 18 | Drift: 0.0807 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 19 | Drift: 0.1037 | Teacher: Llama-3.2-11B
[HANDOFF] 933 | Token Index: 21 | Drift: 0.0907 | Teacher: Llama-3.2-11B
[HANDOFF] 506 | Token Index: 3 | Drift: 0.0938 | Teacher: Llama-3.2-11B
[HANDOFF] 506 | Token Index: 4 | Drift: 0.0930 | Teacher: Llama-3.2-11B
[HANDOFF] 506 | Token Index: 5 | Drift: 0.0869 | Teacher: Llama-3.2-11B
[HANDOFF] 506 | Token Index: 7 | Drift: 0.0883 | Teacher: Llama-3.2-11B
[HANDOFF] 506 | Token Index: 26 | Drift: 0.0771 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_20 | Token Index: 9 | Drift: 0.0772 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_20 | Token Index: 18 | Drift: 0.0922 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_87 | Token Index: 11 | Drift: 0.0799 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_87 | Token Index: 15 | Drift: 0.0913 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_87 | Token Index: 18 | Drift: 0.0775 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_87 | Token Index: 29 | Drift: 0.0806 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 0 | Drift: 0.0934 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 1 | Drift: 0.1444 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 2 | Drift: 0.1381 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 4 | Drift: 0.1291 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 6 | Drift: 0.0943 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 8 | Drift: 0.1342 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 9 | Drift: 0.1095 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 13 | Drift: 0.0914 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 14 | Drift: 0.0858 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 15 | Drift: 0.1281 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 25 | Drift: 0.1165 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 26 | Drift: 0.1921 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 27 | Drift: 0.1582 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 28 | Drift: 0.1517 | Teacher: Llama-3.2-11B
[HANDOFF] 598 | Token Index: 29 | Drift: 0.2261 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_124 | Token Index: 9 | Drift: 0.0773 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_157 | Token Index: 1 | Drift: 0.0814 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_157 | Token Index: 8 | Drift: 0.0945 | Teacher: Llama-3.2-11B
[HANDOFF] 164 | Token Index: 6 | Drift: 0.0750 | Teacher: Llama-3.2-11B
[HANDOFF] 164 | Token Index: 14 | Drift: 0.0972 | Teacher: Llama-3.2-11B
[HANDOFF] 239 | Token Index: 0 | Drift: 0.0807 | Teacher: Llama-3.2-11B
[HANDOFF] 239 | Token Index: 2 | Drift: 0.1642 | Teacher: Llama-3.2-11B
[HANDOFF] 239 | Token Index: 9 | Drift: 0.0775 | Teacher: Llama-3.2-11B
[HANDOFF] 239 | Token Index: 12 | Drift: 0.0988 | Teacher: Llama-3.2-11B
[HANDOFF] 239 | Token Index: 13 | Drift: 0.0927 | Teacher: Llama-3.2-11B
[HANDOFF] 239 | Token Index: 15 | Drift: 0.0881 | Teacher: Llama-3.2-11B
[HANDOFF] 239 | Token Index: 17 | Drift: 0.0889 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_93 | Token Index: 8 | Drift: 0.0928 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_93 | Token Index: 22 | Drift: 0.0985 | Teacher: Llama-3.2-11B
[HANDOFF] alf_v_93 | Token Index: 25 | Drift: 0.0927 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 1 | Drift: 0.1033 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 2 | Drift: 0.0785 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 3 | Drift: 0.1019 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 5 | Drift: 0.0869 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 6 | Drift: 0.0957 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 9 | Drift: 0.0959 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 10 | Drift: 0.1153 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 11 | Drift: 0.1033 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 12 | Drift: 0.1217 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 13 | Drift: 0.1218 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 15 | Drift: 0.0827 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 17 | Drift: 0.1326 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 19 | Drift: 0.1021 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 20 | Drift: 0.0883 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 23 | Drift: 0.1305 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 26 | Drift: 0.1093 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 27 | Drift: 0.0789 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 28 | Drift: 0.1081 | Teacher: Llama-3.2-11B
[HANDOFF] 371 | Token Index: 29 | Drift: 0.1481 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 7 | Drift: 0.1236 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 8 | Drift: 0.0884 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 9 | Drift: 0.1121 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 10 | Drift: 0.1363 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 11 | Drift: 0.1002 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 12 | Drift: 0.1079 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 13 | Drift: 0.1524 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 14 | Drift: 0.1133 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 15 | Drift: 0.0881 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 16 | Drift: 0.0812 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 17 | Drift: 0.0933 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 20 | Drift: 0.1253 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 21 | Drift: 0.0807 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 23 | Drift: 0.1048 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 26 | Drift: 0.1058 | Teacher: Llama-3.2-11B
[HANDOFF] 301 | Token Index: 29 | Drift: 0.1227 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 1 | Drift: 0.1657 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 2 | Drift: 0.0970 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 3 | Drift: 0.1610 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 4 | Drift: 0.1001 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 5 | Drift: 0.1001 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 6 | Drift: 0.1788 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 7 | Drift: 0.1018 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 8 | Drift: 0.1062 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 9 | Drift: 0.1065 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 10 | Drift: 0.1429 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 11 | Drift: 0.0913 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 12 | Drift: 0.1815 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 15 | Drift: 0.0942 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 16 | Drift: 0.1748 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 19 | Drift: 0.1504 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 22 | Drift: 0.1540 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 23 | Drift: 0.1749 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 24 | Drift: 0.1696 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 25 | Drift: 0.1135 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 26 | Drift: 0.1626 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 27 | Drift: 0.1403 | Teacher: Llama-3.2-11B
[HANDOFF] 68 | Token Index: 28 | Drift: 0.1429 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 3 | Drift: 0.1405 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 6 | Drift: 0.1254 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 7 | Drift: 0.1036 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 9 | Drift: 0.1353 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 10 | Drift: 0.1297 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 11 | Drift: 0.1160 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 12 | Drift: 0.1072 | Teacher: Llama-3.2-11B
[HANDOFF] 142 | Token Index: 13 | Drift: 0.1303 | Teacher: Llama-3.2-11B
[HANDOFF] 100 | Token Index: 3 | Drift: 0.0837 | Teacher: Llama-3.2-11B
[HANDOFF] 100 | Token Index: 6 | Drift: 0.0969 | Teacher: Llama-3.2-11B
[HANDOFF] 100 | Token Index: 7 | Drift: 0.0889 | Teacher: Llama-3.2-11B
[HANDOFF] 100 | Token Index: 8 | Drift: 0.1098 | Teacher: Llama-3.2-11B
[HANDOFF] 100 | Token Index: 13 | Drift: 0.0871 | Teacher: Llama-3.2-11B
[HANDOFF] 914 | Token Index: 2 | Drift: 0.0883 | Teacher: Llama-3.2-11B
[HANDOFF] 914 | Token Index: 4 | Drift: 0.1039 | Teacher: Llama-3.2-11B
